"","Date","Geography","Keyword","Relative Search Intensity"
"1209","March 2014","US-CA","cat",221
"1210","January 2011","US-CA","sauce",86
"1211","February 2011","US-CA","sauce",81
"1212","March 2011","US-CA","sauce",75
"1213","April 2011","US-CA","sauce",80
"1214","May 2011","US-CA","sauce",75
"1215","June 2011","US-CA","sauce",74
"1216","July 2011","US-CA","sauce",76
"1217","August 2011","US-CA","sauce",80
"1218","September 2011","US-CA","sauce",81
"1219","October 2011","US-CA","sauce",79
"1220","November 2011","US-CA","sauce",90
"1221","December 2011","US-CA","sauce",89
"1222","January 2012","US-CA","sauce",89
"1223","February 2012","US-CA","sauce",85
"1224","March 2012","US-CA","sauce",74
"1225","April 2012","US-CA","sauce",78
"1226","May 2012","US-CA","sauce",74
"1227","June 2012","US-CA","sauce",78
"1228","July 2012","US-CA","sauce",82
"1229","August 2012","US-CA","sauce",92
"1230","September 2012","US-CA","sauce",83
"1231","October 2012","US-CA","sauce",79
"1232","November 2012","US-CA","sauce",83
"1233","December 2012","US-CA","sauce",90
"1234","January 2013","US-CA","sauce",92
"1235","February 2013","US-CA","sauce",88
"1236","March 2013","US-CA","sauce",84
"1237","April 2013","US-CA","sauce",74
"1238","May 2013","US-CA","sauce",75
"1239","June 2013","US-CA","sauce",78
"1240","July 2013","US-CA","sauce",87
"1241","August 2013","US-CA","sauce",93
"1242","September 2013","US-CA","sauce",92
"1243","October 2013","US-CA","sauce",83
"1244","November 2013","US-CA","sauce",98
"1245","December 2013","US-CA","sauce",93
"1246","January 2014","US-CA","sauce",100
"1247","February 2014","US-CA","sauce",94
"1248","March 2014","US-CA","sauce",85
"1249","January 2011","US-CA","dog",399.647058823529
"1250","February 2011","US-CA","dog",371.647058823529
"1251","March 2011","US-CA","dog",375
"1252","April 2011","US-CA","dog",362.352941176471
"1253","May 2011","US-CA","dog",348.529411764706
"1254","June 2011","US-CA","dog",356.941176470588
"1255","July 2011","US-CA","dog",384.470588235294
"1256","August 2011","US-CA","dog",390.588235294118
"1257","September 2011","US-CA","dog",394.875
"1258","October 2011","US-CA","dog",390.0625
"1259","November 2011","US-CA","dog",369.473684210526
"1260","December 2011","US-CA","dog",410.388888888889
"1261","January 2012","US-CA","dog",439.764705882353
"1262","February 2012","US-CA","dog",420.277777777778
"1263","March 2012","US-CA","dog",374.625
"1264","April 2012","US-CA","dog",419.25
"1265","May 2012","US-CA","dog",388.5
"1266","June 2012","US-CA","dog",399.176470588235
"1267","July 2012","US-CA","dog",419.111111111111
"1268","August 2012","US-CA","dog",465.111111111111
"1269","September 2012","US-CA","dog",391.944444444444
"1270","October 2012","US-CA","dog",404.875
"1271","November 2012","US-CA","dog",348.6
"1272","December 2012","US-CA","dog",426.315789473684
"1273","January 2013","US-CA","dog",426.105263157895
"1274","February 2013","US-CA","dog",440
"1275","March 2013","US-CA","dog",396.666666666667
"1276","April 2013","US-CA","dog",374.352941176471
"1277","May 2013","US-CA","dog",379.411764705882
"1278","June 2013","US-CA","dog",398.666666666667
"1279","July 2013","US-CA","dog",457.894736842105
"1280","August 2013","US-CA","dog",450.315789473684
"1281","September 2013","US-CA","dog",421.263157894737
"1282","October 2013","US-CA","dog",396.555555555556
"1283","November 2013","US-CA","dog",383.090909090909
"1284","December 2013","US-CA","dog",430.736842105263
"1285","January 2014","US-CA","dog",435
"1286","February 2014","US-CA","dog",435.368421052632
"1287","March 2014","US-CA","dog",415.555555555556
"1288","January 2011","US-CA","world cup",15.1764705882353
"1289","February 2011","US-CA","world cup",38.1176470588235
"1290","March 2011","US-CA","world cup",56.25
"1291","April 2011","US-CA","world cup",32.9411764705882
"1292","May 2011","US-CA","world cup",13.2352941176471
"1293","June 2011","US-CA","world cup",30.4705882352941
"1294","July 2011","US-CA","world cup",116.235294117647
"1295","August 2011","US-CA","world cup",28.2352941176471
"1296","September 2011","US-CA","world cup",35.4375
"1297","October 2011","US-CA","world cup",34.5625
"1298","November 2011","US-CA","world cup",14.2105263157895
"1299","December 2011","US-CA","world cup",14.8333333333333
"1300","January 2012","US-CA","world cup",10.4705882352941
"1301","February 2012","US-CA","world cup",9.44444444444444
"1302","March 2012","US-CA","world cup",9.25
"1303","April 2012","US-CA","world cup",9.75
"1304","May 2012","US-CA","world cup",13.875
"1305","June 2012","US-CA","world cup",27.5294117647059
"1306","July 2012","US-CA","world cup",13.6666666666667
"1307","August 2012","US-CA","world cup",15.3333333333333
"1308","September 2012","US-CA","world cup",18.4444444444444
"1309","October 2012","US-CA","world cup",14.8125
"1310","November 2012","US-CA","world cup",8.3
"1311","December 2012","US-CA","world cup",9.47368421052632
"1312","January 2013","US-CA","world cup",9.68421052631579
"1313","February 2013","US-CA","world cup",14.6666666666667
"1314","March 2013","US-CA","world cup",18.6666666666667
"1315","April 2013","US-CA","world cup",8.70588235294118
"1316","May 2013","US-CA","world cup",13.2352941176471
"1317","June 2013","US-CA","world cup",43.3333333333333
"1318","July 2013","US-CA","world cup",22.8947368421053
"1319","August 2013","US-CA","world cup",14.6842105263158
"1320","September 2013","US-CA","world cup",29.0526315789474
"1321","October 2013","US-CA","world cup",32.2777777777778
"1322","November 2013","US-CA","world cup",35.6363636363636
"1323","December 2013","US-CA","world cup",58.7368421052632
"1324","January 2014","US-CA","world cup",25
"1325","February 2014","US-CA","world cup",29.6842105263158
"1326","March 2014","US-CA","world cup",37.7777777777778
"1327","January 2011","US-CA","battlestar galactica",5.05882352941176
"1328","February 2011","US-CA","battlestar galactica",4.76470588235294
"1329","March 2011","US-CA","battlestar galactica",4.6875
"1330","April 2011","US-CA","battlestar galactica",4.70588235294118
"1331","May 2011","US-CA","battlestar galactica",4.41176470588235
"1332","June 2011","US-CA","battlestar galactica",4.35294117647059
"1333","July 2011","US-CA","battlestar galactica",4.47058823529412
"1334","August 2011","US-CA","battlestar galactica",4.70588235294118
"1335","September 2011","US-CA","battlestar galactica",5.0625
"1336","October 2011","US-CA","battlestar galactica",4.9375
"1337","November 2011","US-CA","battlestar galactica",4.73684210526316
"1338","December 2011","US-CA","battlestar galactica",4.94444444444444
"1339","January 2012","US-CA","battlestar galactica",5.23529411764706
"1340","February 2012","US-CA","battlestar galactica",4.72222222222222
"1341","March 2012","US-CA","battlestar galactica",4.625
"1342","April 2012","US-CA","battlestar galactica",4.875
"1343","May 2012","US-CA","battlestar galactica",4.625
"1344","June 2012","US-CA","battlestar galactica",4.58823529411765
"1345","July 2012","US-CA","battlestar galactica",4.55555555555556
"1346","August 2012","US-CA","battlestar galactica",5.11111111111111
"1347","September 2012","US-CA","battlestar galactica",4.61111111111111
"1348","October 2012","US-CA","battlestar galactica",4.9375
"1349","November 2012","US-CA","battlestar galactica",4.15
"1350","December 2012","US-CA","battlestar galactica",4.73684210526316
"1351","January 2013","US-CA","battlestar galactica",4.84210526315789
"1352","February 2013","US-CA","battlestar galactica",4.88888888888889
"1353","March 2013","US-CA","battlestar galactica",4.66666666666667
"1354","April 2013","US-CA","battlestar galactica",4.35294117647059
"1355","May 2013","US-CA","battlestar galactica",4.41176470588235
"1356","June 2013","US-CA","battlestar galactica",4.33333333333333
"1357","July 2013","US-CA","battlestar galactica",4.57894736842105
"1358","August 2013","US-CA","battlestar galactica",4.89473684210526
"1359","September 2013","US-CA","battlestar galactica",4.84210526315789
"1360","October 2013","US-CA","battlestar galactica",4.61111111111111
"1361","November 2013","US-CA","battlestar galactica",4.45454545454546
"1362","December 2013","US-CA","battlestar galactica",4.89473684210526
"1363","January 2014","US-CA","battlestar galactica",5
"1364","February 2014","US-CA","battlestar galactica",4.94736842105263
"1365","March 2014","US-CA","battlestar galactica",4.72222222222222
